(
(0.247000	15530.14529797)
(0.248000	15572.83563582)
(0.249000	15614.61390969)
(0.250000	15655.47463836)
(0.251000	15695.40996823)
(0.252000	15734.41014045)
(0.253000	15772.46296480)
(0.254000	15809.55416731)
(0.255000	15845.66673728)
(0.256000	15880.78115104)
(0.257000	15914.87547492)
(0.258000	15947.92471029)
(0.259000	15979.90165872)
(0.260000	16010.77614374)
(0.261000	16040.51511889)
(0.262000	16069.08329227)
(0.263000	16096.44222106)
(0.264000	16122.55119763)
(0.265000	16147.36686008)
(0.266000	16170.84344581)
(0.267000	16192.93317950)
(0.268000	16213.58550089)
(0.269000	16232.74849305)
(0.270000	16250.36798670)
(0.271000	16266.38834999)
(0.272000	16280.75250491)
(0.273000	16293.40181425)
(0.274000	16304.27714627)
(0.275000	16313.31837725)
(0.276000	16320.46467753)
(0.277000	16325.65532601)
(0.278000	16328.82921588)
(0.279000	16329.92606863)
(0.280000	16328.88541528)
(0.281000	16325.64834202)
(0.282000	16320.15660420)
(0.283000	16312.35345324)
(0.284000	16302.18354086)
(0.285000	16289.59374908)
(0.286000	16274.53282979)
(0.287000	16256.95196988)
(0.288000	16236.80495881)
(0.289000	16214.04835520)
(0.290000	16188.64178476)
(0.291000	16160.54770528)
(0.292000	16129.73236616)
(0.293000	16096.16503776)
(0.294000	16059.81896742)
(0.295000	16020.67086982)
(0.296000	15978.70121306)
(0.297000	15933.89463588)
(0.298000	15886.23929625)
(0.299000	15835.72754950)
(0.300000	15782.35542450)
(0.301000	15726.55457820)
(0.302000	15675.71555780)
(0.303000	15627.56039960)
(0.304000	15575.79254480)
(0.305000	15520.37680220)
(0.306000	15461.28371250)
(0.307000	15398.48981490)
(0.308000	15331.97724720)
(0.309000	15261.73454560)
(0.310000	15187.75664470)
(0.311000	15110.04474420)
(0.312000	15028.60644220)
(0.313000	14943.45600180)
(0.314000	14854.61448440)
(0.315000	14762.10921650)
(0.316000	14665.97472280)
(0.317000	14566.25152650)
(0.318000	14462.98721570)
(0.319000	14356.23604350)
(0.320000	14246.05812820)
(0.321000	14132.52078630)
(0.322000	14015.69679960)
(0.323000	13895.66561490)
(0.324000	13772.51254420)
(0.325000	13646.32836480)
(0.326000	13517.20985250)
(0.327000	13385.25871520)
(0.328000	13250.58199280)
(0.329000	13113.29152400)
(0.330000	12973.50367970)
(0.331000	12831.33909640)
(0.332000	12686.92240960)
(0.333000	12540.38185390)
(0.334000	12391.84886310)
(0.335000	12241.45807020)
(0.336000	12089.34650760)
(0.337000	11935.65360710)
(0.338000	11780.52040010)
(0.339000	11624.08978420)
(0.340000	11466.50545680)
(0.341000	11307.91218170)
(0.342000	11148.45472270)
(0.343000	10988.27811020)
(0.344000	10827.52697470)
(0.345000	10666.34488030)
(0.346000	10504.87485790)
(0.347000	10343.25780560)
(0.348000	10181.63315520)
(0.349000	10020.13807240)
(0.350000	9858.90745680)
(0.351000	9698.07287550)
(0.352000	9537.76336290)
(0.353000	9378.10422100)
(0.354000	9219.21715270)
(0.355000	9061.21999520)
(0.356000	8904.22632010)
(0.357000	8748.34530010)
(0.358000	8593.68170900)
(0.359000	8440.33552180)
(0.360000	8288.40178140)
(0.361000	8137.97019870)
(0.362000	7989.12581910)
(0.363000	7841.94795610)
(0.364000	7696.51085780)
(0.365000	7552.88330700)
(0.366000	7411.12835460)
(0.367000	7271.30385280)
(0.368000	7133.46232180)
(0.369000	6997.65041660)
(0.370000	6863.90959350)
(0.371000	6732.27611010)
(0.372000	6602.78049210)
(0.373000	6475.44846640)
(0.374000	6350.30056120)
(0.375000	6227.35223930)
(0.376000	6106.61416470)
(0.377000	5988.09233590)
(0.378000	5871.78821920)
(0.379000	5757.69888200)
(0.380000	5645.81752600)
(0.381000	5536.13282070)
(0.382000	5428.63023640)
(0.383000	5323.29151100)
(0.384000	5220.09478330)
(0.385000	5119.01552610)
(0.386000	5020.02614630)
(0.387000	4923.09651810)
(0.388000	4828.19384970)
(0.389000	4735.28348310)
(0.390000	4644.32902740)
(0.391000	4555.29195890)
(0.392000	4468.13282080)
(0.393000	4382.81055670)
(0.394000	4299.28357700)
(0.395000	4217.50922570)
(0.396000	4137.44458020)
(0.397000	4059.04658460)
(0.398000	3982.27178310)
(0.399000	3907.07711980)
(0.400000	3833.41980540)
